T2M,RH2M,WS2M,fecha,municipio_norm,uf
28.88,69.44,0.77,2024-02-20,GURUPA,PA
28.35,70.36,0.72,2024-02-21,GURUPA,PA
29.08,70.28,0.71,2024-02-22,GURUPA,PA
28.42,72.46,0.72,2024-02-23,GURUPA,PA
27.94,78.76,0.7,2024-02-24,GURUPA,PA
27.03,81.75,0.6,2024-02-25,GURUPA,PA
27.25,80.6,0.56,2024-02-26,GURUPA,PA
27.77,80.17,0.42,2024-02-27,GURUPA,PA
26.1,89.7,0.56,2024-02-28,GURUPA,PA
27.05,84.86,0.53,2024-02-29,GURUPA,PA
27.2,85.05,0.57,2024-03-01,GURUPA,PA
27.51,84.75,0.56,2024-03-02,GURUPA,PA
26.01,93.62,0.54,2024-03-03,GURUPA,PA
25.96,91.81,0.44,2024-03-04,GURUPA,PA
26.43,91.19,0.49,2024-03-05,GURUPA,PA
27.42,90.23,0.54,2024-03-06,GURUPA,PA
27.09,93.64,0.56,2024-03-07,GURUPA,PA
27.31,91.9,0.56,2024-03-08,GURUPA,PA
27.23,92.46,0.51,2024-03-09,GURUPA,PA
26.42,94.36,0.47,2024-03-10,GURUPA,PA
27.09,90.43,0.54,2024-03-11,GURUPA,PA
27.83,88.82,0.58,2024-03-12,GURUPA,PA
27.69,89.61,0.6,2024-03-13,GURUPA,PA
27.46,91.61,0.56,2024-03-14,GURUPA,PA
27.19,92.86,0.54,2024-03-15,GURUPA,PA
26.42,93.29,0.58,2024-03-16,GURUPA,PA
26.58,94.36,0.54,2024-03-17,GURUPA,PA
26.75,94.3,0.47,2024-03-18,GURUPA,PA
26.38,95.14,0.44,2024-03-19,GURUPA,PA
26.19,94.64,0.58,2024-03-20,GURUPA,PA
26.58,91.49,0.51,2024-03-21,GURUPA,PA
26.49,89.23,0.53,2024-03-22,GURUPA,PA
26.44,92.16,0.48,2024-03-23,GURUPA,PA
26.8,90.27,0.47,2024-03-24,GURUPA,PA
26.57,91.58,0.55,2024-03-25,GURUPA,PA
26.94,90.25,0.51,2024-03-26,GURUPA,PA
27.71,86.96,0.55,2024-03-27,GURUPA,PA
28.07,87.89,0.47,2024-03-28,GURUPA,PA
26.16,93.09,0.52,2024-03-29,GURUPA,PA
26.19,89.26,0.54,2024-03-30,GURUPA,PA
27.2,88.68,0.56,2024-03-31,GURUPA,PA
26.96,90.98,0.48,2024-04-01,GURUPA,PA
26.6,92.71,0.52,2024-04-02,GURUPA,PA
27.34,89.77,0.56,2024-04-03,GURUPA,PA
27.02,89.75,0.57,2024-04-04,GURUPA,PA
26.69,93.07,0.48,2024-04-05,GURUPA,PA
26.54,91.78,0.49,2024-04-06,GURUPA,PA
26.76,90.55,0.54,2024-04-07,GURUPA,PA
26.64,90.96,0.38,2024-04-08,GURUPA,PA
26.64,92.5,0.5,2024-04-09,GURUPA,PA
27.2,89.88,0.48,2024-04-10,GURUPA,PA
27.18,91.74,0.5,2024-04-11,GURUPA,PA
27.2,91.08,0.52,2024-04-12,GURUPA,PA
26.2,94.89,0.44,2024-04-13,GURUPA,PA
26.0,94.53,0.55,2024-04-14,GURUPA,PA
26.88,91.47,0.53,2024-04-15,GURUPA,PA
27.12,93.04,0.53,2024-04-16,GURUPA,PA
27.41,92.45,0.53,2024-04-17,GURUPA,PA
27.12,92.59,0.55,2024-04-18,GURUPA,PA
27.38,87.62,0.52,2024-04-19,GURUPA,PA
26.88,94.33,0.46,2024-04-20,GURUPA,PA
26.44,89.93,0.41,2024-04-21,GURUPA,PA
26.51,89.99,0.51,2024-04-22,GURUPA,PA
27.12,89.37,0.55,2024-04-23,GURUPA,PA
26.81,93.09,0.49,2024-04-24,GURUPA,PA
26.38,92.25,0.46,2024-04-25,GURUPA,PA
25.69,91.48,0.52,2024-04-26,GURUPA,PA
26.76,88.78,0.48,2024-04-27,GURUPA,PA
26.6,92.28,0.47,2024-04-28,GURUPA,PA
27.55,89.7,0.56,2024-04-29,GURUPA,PA
26.94,93.28,0.54,2024-04-30,GURUPA,PA
27.17,91.51,0.52,2024-05-01,GURUPA,PA
27.32,91.67,0.55,2024-05-02,GURUPA,PA
27.47,91.85,0.52,2024-05-03,GURUPA,PA
27.69,90.08,0.5,2024-05-04,GURUPA,PA
27.35,91.78,0.53,2024-05-05,GURUPA,PA
27.33,92.54,0.52,2024-05-06,GURUPA,PA
27.09,90.74,0.44,2024-05-07,GURUPA,PA
26.94,90.16,0.52,2024-05-08,GURUPA,PA
26.62,94.28,0.54,2024-05-09,GURUPA,PA
27.4,89.89,0.53,2024-05-10,GURUPA,PA
27.03,90.52,0.48,2024-05-11,GURUPA,PA
26.24,92.24,0.48,2024-05-12,GURUPA,PA
26.65,90.24,0.58,2024-05-13,GURUPA,PA
26.28,92.37,0.57,2024-05-14,GURUPA,PA
27.24,92.12,0.54,2024-05-15,GURUPA,PA
27.17,92.43,0.52,2024-05-16,GURUPA,PA
26.3,94.12,0.51,2024-05-17,GURUPA,PA
25.52,95.93,0.5,2024-05-18,GURUPA,PA
26.6,91.48,0.46,2024-05-19,GURUPA,PA
27.33,90.06,0.54,2024-05-20,GURUPA,PA
27.16,91.8,0.59,2024-05-21,GURUPA,PA
27.61,91.54,0.61,2024-05-22,GURUPA,PA
27.12,91.61,0.48,2024-05-23,GURUPA,PA
27.75,90.53,0.52,2024-05-24,GURUPA,PA
27.09,92.0,0.57,2024-05-25,GURUPA,PA
27.11,92.63,0.53,2024-05-26,GURUPA,PA
26.76,92.68,0.52,2024-05-27,GURUPA,PA
26.94,91.15,0.51,2024-05-28,GURUPA,PA
27.15,91.48,0.52,2024-05-29,GURUPA,PA
27.37,88.04,0.54,2024-05-30,GURUPA,PA
27.26,92.43,0.54,2024-05-31,GURUPA,PA
26.85,94.49,0.53,2024-06-01,GURUPA,PA
26.94,92.58,0.55,2024-06-02,GURUPA,PA
27.42,92.26,0.53,2024-06-03,GURUPA,PA
27.57,90.3,0.57,2024-06-04,GURUPA,PA
27.45,90.69,0.57,2024-06-05,GURUPA,PA
26.65,93.93,0.47,2024-06-06,GURUPA,PA
26.84,95.77,0.5,2024-06-07,GURUPA,PA
26.74,93.85,0.51,2024-06-08,GURUPA,PA
26.88,92.03,0.54,2024-06-09,GURUPA,PA
26.42,93.06,0.51,2024-06-10,GURUPA,PA
26.69,92.14,0.5,2024-06-11,GURUPA,PA
27.32,89.72,0.5,2024-06-12,GURUPA,PA
27.37,90.31,0.53,2024-06-13,GURUPA,PA
26.99,92.23,0.51,2024-06-14,GURUPA,PA
26.89,91.09,0.58,2024-06-15,GURUPA,PA
27.01,88.87,0.55,2024-06-16,GURUPA,PA
26.75,90.03,0.49,2024-06-17,GURUPA,PA
26.86,92.18,0.54,2024-06-18,GURUPA,PA
27.08,90.83,0.56,2024-06-19,GURUPA,PA
26.67,92.22,0.52,2024-06-20,GURUPA,PA
27.07,89.89,0.51,2024-06-21,GURUPA,PA
26.58,93.14,0.52,2024-06-22,GURUPA,PA
27.08,89.82,0.58,2024-06-23,GURUPA,PA
26.85,90.15,0.47,2024-06-24,GURUPA,PA
26.79,90.89,0.5,2024-06-25,GURUPA,PA
27.29,87.43,0.53,2024-06-26,GURUPA,PA
27.05,88.35,0.6,2024-06-27,GURUPA,PA
27.01,89.49,0.58,2024-06-28,GURUPA,PA
26.78,90.41,0.51,2024-06-29,GURUPA,PA
26.49,92.51,0.53,2024-06-30,GURUPA,PA
26.66,92.34,0.53,2024-07-01,GURUPA,PA
27.13,89.5,0.59,2024-07-02,GURUPA,PA
27.41,88.33,0.59,2024-07-03,GURUPA,PA
27.07,89.74,0.57,2024-07-04,GURUPA,PA
26.87,89.99,0.53,2024-07-05,GURUPA,PA
27.0,90.11,0.57,2024-07-06,GURUPA,PA
26.77,88.37,0.6,2024-07-07,GURUPA,PA
26.92,86.19,0.57,2024-07-08,GURUPA,PA
27.33,86.07,0.55,2024-07-09,GURUPA,PA
27.32,89.84,0.58,2024-07-10,GURUPA,PA
27.06,88.45,0.7,2024-07-11,GURUPA,PA
26.97,89.88,0.61,2024-07-12,GURUPA,PA
27.49,85.9,0.52,2024-07-13,GURUPA,PA
27.34,85.33,0.63,2024-07-14,GURUPA,PA
27.26,85.56,0.63,2024-07-15,GURUPA,PA
26.86,87.82,0.55,2024-07-16,GURUPA,PA
27.15,86.21,0.6,2024-07-17,GURUPA,PA
27.18,84.79,0.63,2024-07-18,GURUPA,PA
26.8,87.82,0.6,2024-07-19,GURUPA,PA
27.45,84.91,0.57,2024-07-20,GURUPA,PA
27.54,84.49,0.64,2024-07-21,GURUPA,PA
27.58,83.49,0.67,2024-07-22,GURUPA,PA
27.29,87.05,0.62,2024-07-23,GURUPA,PA
26.7,88.9,0.54,2024-07-24,GURUPA,PA
27.17,87.75,0.56,2024-07-25,GURUPA,PA
27.43,85.72,0.58,2024-07-26,GURUPA,PA
27.64,83.02,0.63,2024-07-27,GURUPA,PA
27.23,86.42,0.62,2024-07-28,GURUPA,PA
26.99,88.24,0.52,2024-07-29,GURUPA,PA
27.63,84.38,0.56,2024-07-30,GURUPA,PA
27.43,87.08,0.59,2024-07-31,GURUPA,PA
27.26,86.78,0.56,2024-08-01,GURUPA,PA
27.51,83.63,0.53,2024-08-02,GURUPA,PA
27.91,82.23,0.55,2024-08-03,GURUPA,PA
28.1,79.54,0.58,2024-08-04,GURUPA,PA
28.18,79.08,0.57,2024-08-05,GURUPA,PA
28.54,78.2,0.53,2024-08-06,GURUPA,PA
29.35,72.91,0.54,2024-08-07,GURUPA,PA
29.33,73.66,0.6,2024-08-08,GURUPA,PA
29.5,73.65,0.59,2024-08-09,GURUPA,PA
28.62,77.0,0.58,2024-08-10,GURUPA,PA
28.89,78.35,0.54,2024-08-11,GURUPA,PA
29.03,75.96,0.5,2024-08-12,GURUPA,PA
28.64,74.79,0.68,2024-08-13,GURUPA,PA
29.03,70.46,0.74,2024-08-14,GURUPA,PA
29.32,68.71,0.63,2024-08-15,GURUPA,PA
29.77,69.67,0.5,2024-08-16,GURUPA,PA
29.78,68.73,0.5,2024-08-17,GURUPA,PA
30.24,65.53,0.52,2024-08-18,GURUPA,PA
30.57,64.25,0.59,2024-08-19,GURUPA,PA
30.55,65.74,0.51,2024-08-20,GURUPA,PA
30.18,70.02,0.61,2024-08-21,GURUPA,PA
29.96,70.81,0.65,2024-08-22,GURUPA,PA
29.8,70.16,0.7,2024-08-23,GURUPA,PA
30.39,63.98,0.69,2024-08-24,GURUPA,PA
30.63,62.96,0.72,2024-08-25,GURUPA,PA
30.88,60.65,0.57,2024-08-26,GURUPA,PA
30.66,64.61,0.53,2024-08-27,GURUPA,PA
30.29,68.71,0.48,2024-08-28,GURUPA,PA
29.79,70.71,0.57,2024-08-29,GURUPA,PA
30.77,63.4,0.49,2024-08-30,GURUPA,PA
30.74,63.36,0.51,2024-08-31,GURUPA,PA
29.99,70.04,0.54,2024-09-01,GURUPA,PA
30.44,67.52,0.6,2024-09-02,GURUPA,PA
30.93,62.75,0.48,2024-09-03,GURUPA,PA
31.36,63.16,0.52,2024-09-04,GURUPA,PA
31.73,60.8,0.63,2024-09-05,GURUPA,PA
31.49,60.02,0.73,2024-09-06,GURUPA,PA
31.48,59.14,0.66,2024-09-07,GURUPA,PA
31.53,58.3,0.63,2024-09-08,GURUPA,PA
31.28,59.58,0.68,2024-09-09,GURUPA,PA
31.21,58.76,0.64,2024-09-10,GURUPA,PA
31.6,57.31,0.73,2024-09-11,GURUPA,PA
31.8,58.16,0.78,2024-09-12,GURUPA,PA
31.52,58.75,0.77,2024-09-13,GURUPA,PA
31.73,55.96,0.7,2024-09-14,GURUPA,PA
32.19,55.48,0.62,2024-09-15,GURUPA,PA
32.42,54.75,0.65,2024-09-16,GURUPA,PA
32.41,54.87,0.73,2024-09-17,GURUPA,PA
32.22,55.2,0.81,2024-09-18,GURUPA,PA
32.27,53.71,0.77,2024-09-19,GURUPA,PA
32.47,53.85,0.82,2024-09-20,GURUPA,PA
32.29,54.01,0.81,2024-09-21,GURUPA,PA
32.2,53.12,0.77,2024-09-22,GURUPA,PA
31.62,56.34,0.72,2024-09-23,GURUPA,PA
31.25,61.61,0.65,2024-09-24,GURUPA,PA
32.12,55.05,0.72,2024-09-25,GURUPA,PA
32.5,52.5,0.69,2024-09-26,GURUPA,PA
32.68,52.98,0.62,2024-09-27,GURUPA,PA
33.15,52.16,0.69,2024-09-28,GURUPA,PA
33.31,51.72,0.72,2024-09-29,GURUPA,PA
32.2,55.84,0.71,2024-09-30,GURUPA,PA
31.05,63.55,0.55,2024-10-01,GURUPA,PA
31.4,62.19,0.54,2024-10-02,GURUPA,PA
29.29,75.13,0.61,2024-10-03,GURUPA,PA
30.39,67.91,0.62,2024-10-04,GURUPA,PA
31.47,61.22,0.64,2024-10-05,GURUPA,PA
31.54,58.95,0.69,2024-10-06,GURUPA,PA
31.74,58.09,0.69,2024-10-07,GURUPA,PA
31.85,57.48,0.79,2024-10-08,GURUPA,PA
31.73,57.65,0.86,2024-10-09,GURUPA,PA
31.55,55.76,0.66,2024-10-10,GURUPA,PA
32.33,54.11,0.63,2024-10-11,GURUPA,PA
31.9,56.78,0.71,2024-10-12,GURUPA,PA
32.28,55.22,0.85,2024-10-13,GURUPA,PA
32.29,53.44,0.76,2024-10-14,GURUPA,PA
31.42,58.76,0.66,2024-10-15,GURUPA,PA
31.08,60.17,0.61,2024-10-16,GURUPA,PA
32.07,52.38,0.66,2024-10-17,GURUPA,PA
32.25,52.15,0.63,2024-10-18,GURUPA,PA
32.57,52.76,0.62,2024-10-19,GURUPA,PA
33.36,49.18,0.66,2024-10-20,GURUPA,PA
32.73,55.12,0.76,2024-10-21,GURUPA,PA
32.65,51.39,0.86,2024-10-22,GURUPA,PA
32.92,50.5,0.69,2024-10-23,GURUPA,PA
32.74,51.5,0.62,2024-10-24,GURUPA,PA
32.69,51.71,0.72,2024-10-25,GURUPA,PA
32.83,50.89,0.83,2024-10-26,GURUPA,PA
32.46,50.66,0.89,2024-10-27,GURUPA,PA
32.45,48.02,0.68,2024-10-28,GURUPA,PA
32.32,52.9,0.62,2024-10-29,GURUPA,PA
32.59,51.08,0.65,2024-10-30,GURUPA,PA
32.59,50.13,0.72,2024-10-31,GURUPA,PA
32.95,45.75,0.78,2024-11-01,GURUPA,PA
32.94,47.58,0.7,2024-11-02,GURUPA,PA
32.94,50.82,0.67,2024-11-03,GURUPA,PA
32.39,52.83,0.76,2024-11-04,GURUPA,PA
33.18,45.83,0.67,2024-11-05,GURUPA,PA
33.43,46.99,0.74,2024-11-06,GURUPA,PA
32.01,51.87,0.65,2024-11-07,GURUPA,PA
32.24,53.15,0.7,2024-11-08,GURUPA,PA
33.24,45.98,0.76,2024-11-09,GURUPA,PA
32.96,50.89,0.72,2024-11-10,GURUPA,PA
33.7,47.63,0.64,2024-11-11,GURUPA,PA
31.7,53.27,0.7,2024-11-12,GURUPA,PA
32.15,51.73,0.72,2024-11-13,GURUPA,PA
32.53,50.54,0.58,2024-11-14,GURUPA,PA
31.76,53.9,0.6,2024-11-15,GURUPA,PA
32.42,45.57,0.76,2024-11-16,GURUPA,PA
32.3,51.78,0.55,2024-11-17,GURUPA,PA
31.97,54.79,0.62,2024-11-18,GURUPA,PA
31.57,54.34,0.74,2024-11-19,GURUPA,PA
32.98,49.23,0.77,2024-11-20,GURUPA,PA
32.97,48.5,0.77,2024-11-21,GURUPA,PA
32.6,49.79,0.79,2024-11-22,GURUPA,PA
32.68,47.52,0.67,2024-11-23,GURUPA,PA
33.14,46.44,0.56,2024-11-24,GURUPA,PA
32.31,54.63,0.71,2024-11-25,GURUPA,PA
30.3,65.78,0.72,2024-11-26,GURUPA,PA
31.62,52.47,0.8,2024-11-27,GURUPA,PA
32.06,51.42,0.77,2024-11-28,GURUPA,PA
31.79,52.3,0.74,2024-11-29,GURUPA,PA
32.05,53.25,0.67,2024-11-30,GURUPA,PA
31.61,56.22,0.69,2024-12-01,GURUPA,PA
31.46,59.48,0.72,2024-12-02,GURUPA,PA
30.64,64.52,0.69,2024-12-03,GURUPA,PA
29.39,74.88,0.52,2024-12-04,GURUPA,PA
27.73,80.52,0.66,2024-12-05,GURUPA,PA
28.01,75.62,0.69,2024-12-06,GURUPA,PA
27.3,80.8,0.65,2024-12-07,GURUPA,PA
28.68,73.15,0.57,2024-12-08,GURUPA,PA
29.84,69.61,0.69,2024-12-09,GURUPA,PA
28.47,73.34,0.6,2024-12-10,GURUPA,PA
29.35,71.7,0.63,2024-12-11,GURUPA,PA
30.87,62.24,0.64,2024-12-12,GURUPA,PA
30.91,60.17,0.63,2024-12-13,GURUPA,PA
29.69,65.64,0.61,2024-12-14,GURUPA,PA
29.05,68.52,0.64,2024-12-15,GURUPA,PA
29.04,67.86,0.65,2024-12-16,GURUPA,PA
30.25,65.01,0.69,2024-12-17,GURUPA,PA
29.62,72.33,0.63,2024-12-18,GURUPA,PA
29.26,72.54,0.62,2024-12-19,GURUPA,PA
29.78,68.48,0.65,2024-12-20,GURUPA,PA
30.72,59.62,0.69,2024-12-21,GURUPA,PA
31.42,56.45,0.68,2024-12-22,GURUPA,PA
31.04,59.92,0.63,2024-12-23,GURUPA,PA
29.79,70.46,0.56,2024-12-24,GURUPA,PA
28.65,75.07,0.69,2024-12-25,GURUPA,PA
28.81,73.07,0.65,2024-12-26,GURUPA,PA
29.91,65.45,0.65,2024-12-27,GURUPA,PA
30.46,62.34,0.58,2024-12-28,GURUPA,PA
29.06,73.54,0.57,2024-12-29,GURUPA,PA
27.79,79.76,0.56,2024-12-30,GURUPA,PA
27.07,83.36,0.54,2024-12-31,GURUPA,PA
25.55,95.37,0.13,2022-01-01,HUMAITA,AM
25.61,93.8,0.16,2022-01-02,HUMAITA,AM
25.69,94.89,0.13,2022-01-03,HUMAITA,AM
25.55,95.36,0.12,2022-01-04,HUMAITA,AM
26.34,89.88,0.2,2022-01-05,HUMAITA,AM
25.79,92.54,0.27,2022-01-06,HUMAITA,AM
25.73,93.6,0.22,2022-01-07,HUMAITA,AM
25.34,96.63,0.14,2022-01-08,HUMAITA,AM
25.39,91.64,0.13,2022-01-09,HUMAITA,AM
25.81,89.82,0.17,2022-01-10,HUMAITA,AM
24.69,96.18,0.16,2022-01-11,HUMAITA,AM
25.96,90.04,0.19,2022-01-12,HUMAITA,AM
25.54,94.1,0.13,2022-01-13,HUMAITA,AM
25.21,93.44,0.13,2022-01-14,HUMAITA,AM
25.56,92.94,0.2,2022-01-15,HUMAITA,AM
25.81,90.16,0.25,2022-01-16,HUMAITA,AM
26.11,87.93,0.17,2022-01-17,HUMAITA,AM
26.54,88.6,0.18,2022-01-18,HUMAITA,AM
26.38,91.28,0.15,2022-01-19,HUMAITA,AM
25.79,94.09,0.18,2022-01-20,HUMAITA,AM
25.42,92.53,0.16,2022-01-21,HUMAITA,AM
25.9,90.65,0.25,2022-01-22,HUMAITA,AM
25.85,91.49,0.25,2022-01-23,HUMAITA,AM
26.43,88.87,0.17,2022-01-24,HUMAITA,AM
25.63,91.32,0.17,2022-01-25,HUMAITA,AM
25.0,94.17,0.19,2022-01-26,HUMAITA,AM
25.94,91.44,0.16,2022-01-27,HUMAITA,AM
26.27,91.61,0.13,2022-01-28,HUMAITA,AM
25.11,94.58,0.12,2022-01-29,HUMAITA,AM
25.22,92.63,0.14,2022-01-30,HUMAITA,AM
26.35,88.08,0.17,2022-01-31,HUMAITA,AM
26.15,91.7,0.2,2022-02-01,HUMAITA,AM
25.07,96.58,0.14,2022-02-02,HUMAITA,AM
25.23,95.79,0.15,2022-02-03,HUMAITA,AM
25.0,93.6,0.18,2022-02-04,HUMAITA,AM
25.4,88.04,0.14,2022-02-05,HUMAITA,AM
25.98,88.45,0.16,2022-02-06,HUMAITA,AM
25.55,94.24,0.18,2022-02-07,HUMAITA,AM
25.92,91.08,0.2,2022-02-08,HUMAITA,AM
24.91,91.08,0.14,2022-02-09,HUMAITA,AM
25.77,89.54,0.17,2022-02-10,HUMAITA,AM
25.35,95.13,0.13,2022-02-11,HUMAITA,AM
26.68,87.65,0.15,2022-02-12,HUMAITA,AM
25.55,92.62,0.25,2022-02-13,HUMAITA,AM
24.8,94.92,0.19,2022-02-14,HUMAITA,AM
24.69,95.74,0.19,2022-02-15,HUMAITA,AM
25.32,92.64,0.21,2022-02-16,HUMAITA,AM
24.97,93.2,0.2,2022-02-17,HUMAITA,AM
25.23,92.7,0.11,2022-02-18,HUMAITA,AM
24.75,96.2,0.14,2022-02-19,HUMAITA,AM
25.47,92.77,0.14,2022-02-20,HUMAITA,AM
25.45,93.12,0.18,2022-02-21,HUMAITA,AM
25.27,93.81,0.18,2022-02-22,HUMAITA,AM
25.33,89.57,0.21,2022-02-23,HUMAITA,AM
26.2,87.41,0.25,2022-02-24,HUMAITA,AM
25.88,88.99,0.2,2022-02-25,HUMAITA,AM
26.82,84.93,0.25,2022-02-26,HUMAITA,AM
26.13,91.21,0.17,2022-02-27,HUMAITA,AM
24.68,89.19,0.23,2022-02-28,HUMAITA,AM
25.74,90.33,0.28,2022-03-01,HUMAITA,AM
26.12,89.12,0.19,2022-03-02,HUMAITA,AM
26.33,87.38,0.27,2022-03-03,HUMAITA,AM
25.01,96.68,0.2,2022-03-04,HUMAITA,AM
25.57,90.49,0.16,2022-03-05,HUMAITA,AM
25.24,92.15,0.19,2022-03-06,HUMAITA,AM
25.34,91.62,0.29,2022-03-07,HUMAITA,AM
24.57,93.99,0.19,2022-03-08,HUMAITA,AM
25.18,91.14,0.31,2022-03-09,HUMAITA,AM
25.78,89.6,0.17,2022-03-10,HUMAITA,AM
26.09,90.9,0.15,2022-03-11,HUMAITA,AM
25.71,92.14,0.11,2022-03-12,HUMAITA,AM
24.82,94.16,0.24,2022-03-13,HUMAITA,AM
24.8,91.83,0.2,2022-03-14,HUMAITA,AM
24.75,89.27,0.21,2022-03-15,HUMAITA,AM
26.01,86.94,0.17,2022-03-16,HUMAITA,AM
24.72,97.02,0.15,2022-03-17,HUMAITA,AM
25.93,91.28,0.19,2022-03-18,HUMAITA,AM
25.84,94.64,0.14,2022-03-19,HUMAITA,AM
25.37,93.93,0.21,2022-03-20,HUMAITA,AM
25.67,89.84,0.21,2022-03-21,HUMAITA,AM
26.31,87.84,0.19,2022-03-22,HUMAITA,AM
25.99,92.48,0.24,2022-03-23,HUMAITA,AM
25.64,94.78,0.18,2022-03-24,HUMAITA,AM
26.3,91.28,0.15,2022-03-25,HUMAITA,AM
26.17,92.88,0.19,2022-03-26,HUMAITA,AM
26.49,89.72,0.19,2022-03-27,HUMAITA,AM
26.61,87.95,0.2,2022-03-28,HUMAITA,AM
26.02,91.51,0.13,2022-03-29,HUMAITA,AM
25.34,91.48,0.17,2022-03-30,HUMAITA,AM
25.55,92.25,0.22,2022-03-31,HUMAITA,AM
25.44,93.81,0.19,2022-04-01,HUMAITA,AM
23.97,96.51,0.15,2022-04-02,HUMAITA,AM
25.19,90.36,0.11,2022-04-03,HUMAITA,AM
26.06,89.44,0.17,2022-04-04,HUMAITA,AM
25.66,93.31,0.28,2022-04-05,HUMAITA,AM
26.37,90.87,0.31,2022-04-06,HUMAITA,AM
26.4,90.53,0.27,2022-04-07,HUMAITA,AM
26.28,92.6,0.22,2022-04-08,HUMAITA,AM
26.24,89.94,0.19,2022-04-09,HUMAITA,AM
25.3,94.25,0.16,2022-04-10,HUMAITA,AM
26.01,90.3,0.25,2022-04-11,HUMAITA,AM
25.85,93.17,0.14,2022-04-12,HUMAITA,AM
26.34,89.58,0.2,2022-04-13,HUMAITA,AM
25.72,95.74,0.25,2022-04-14,HUMAITA,AM
25.49,93.59,0.22,2022-04-15,HUMAITA,AM
25.29,92.92,0.24,2022-04-16,HUMAITA,AM
25.33,94.53,0.22,2022-04-17,HUMAITA,AM
25.62,90.81,0.23,2022-04-18,HUMAITA,AM
25.29,94.28,0.25,2022-04-19,HUMAITA,AM
25.02,92.57,0.28,2022-04-20,HUMAITA,AM
24.71,94.0,0.26,2022-04-21,HUMAITA,AM
25.02,92.06,0.22,2022-04-22,HUMAITA,AM
25.67,91.68,0.17,2022-04-23,HUMAITA,AM
25.77,93.65,0.18,2022-04-24,HUMAITA,AM
26.59,88.68,0.31,2022-04-25,HUMAITA,AM
26.38,92.28,0.24,2022-04-26,HUMAITA,AM
26.48,89.28,0.17,2022-04-27,HUMAITA,AM
26.62,89.93,0.25,2022-04-28,HUMAITA,AM
26.38,91.87,0.15,2022-04-29,HUMAITA,AM
26.62,87.84,0.25,2022-04-30,HUMAITA,AM
26.47,85.75,0.23,2022-05-01,HUMAITA,AM
25.87,90.76,0.19,2022-05-02,HUMAITA,AM
25.83,93.4,0.11,2022-05-03,HUMAITA,AM
25.47,95.4,0.17,2022-05-04,HUMAITA,AM
25.55,92.0,0.14,2022-05-05,HUMAITA,AM
25.85,91.32,0.14,2022-05-06,HUMAITA,AM
26.08,91.93,0.22,2022-05-07,HUMAITA,AM
26.1,90.11,0.31,2022-05-08,HUMAITA,AM
25.68,93.22,0.27,2022-05-09,HUMAITA,AM
26.16,89.06,0.22,2022-05-10,HUMAITA,AM
26.5,90.64,0.26,2022-05-11,HUMAITA,AM
26.37,89.49,0.21,2022-05-12,HUMAITA,AM
26.43,91.17,0.21,2022-05-13,HUMAITA,AM
26.41,93.13,0.28,2022-05-14,HUMAITA,AM
26.85,91.11,0.35,2022-05-15,HUMAITA,AM
25.47,97.56,0.12,2022-05-16,HUMAITA,AM
23.41,88.71,0.17,2022-05-17,HUMAITA,AM
21.17,83.2,0.16,2022-05-18,HUMAITA,AM
20.23,80.79,0.18,2022-05-19,HUMAITA,AM
21.57,80.97,0.23,2022-05-20,HUMAITA,AM
23.16,84.26,0.29,2022-05-21,HUMAITA,AM
24.44,88.61,0.22,2022-05-22,HUMAITA,AM
24.86,89.71,0.27,2022-05-23,HUMAITA,AM
25.19,89.88,0.18,2022-05-24,HUMAITA,AM
25.67,91.24,0.18,2022-05-25,HUMAITA,AM
25.98,92.12,0.19,2022-05-26,HUMAITA,AM
25.94,89.18,0.2,2022-05-27,HUMAITA,AM
26.24,89.12,0.33,2022-05-28,HUMAITA,AM
26.16,89.07,0.32,2022-05-29,HUMAITA,AM
26.0,88.72,0.34,2022-05-30,HUMAITA,AM
26.19,88.68,0.25,2022-05-31,HUMAITA,AM
25.99,89.89,0.26,2022-06-01,HUMAITA,AM
25.72,91.87,0.23,2022-06-02,HUMAITA,AM
25.69,91.24,0.22,2022-06-03,HUMAITA,AM
24.89,95.07,0.27,2022-06-04,HUMAITA,AM
25.22,91.46,0.18,2022-06-05,HUMAITA,AM
25.27,90.19,0.23,2022-06-06,HUMAITA,AM
25.53,87.62,0.27,2022-06-07,HUMAITA,AM
25.63,87.46,0.34,2022-06-08,HUMAITA,AM
25.14,92.94,0.21,2022-06-09,HUMAITA,AM
24.39,95.49,0.13,2022-06-10,HUMAITA,AM
22.94,93.01,0.13,2022-06-11,HUMAITA,AM
22.77,87.08,0.13,2022-06-12,HUMAITA,AM
23.07,87.88,0.14,2022-06-13,HUMAITA,AM
24.03,89.36,0.24,2022-06-14,HUMAITA,AM
24.9,89.69,0.35,2022-06-15,HUMAITA,AM
25.21,90.94,0.3,2022-06-16,HUMAITA,AM
25.72,89.95,0.35,2022-06-17,HUMAITA,AM
25.65,88.63,0.24,2022-06-18,HUMAITA,AM
25.97,88.13,0.36,2022-06-19,HUMAITA,AM
25.9,88.57,0.29,2022-06-20,HUMAITA,AM
26.37,86.5,0.35,2022-06-21,HUMAITA,AM
25.63,89.47,0.31,2022-06-22,HUMAITA,AM
25.31,87.75,0.26,2022-06-23,HUMAITA,AM
25.87,88.37,0.27,2022-06-24,HUMAITA,AM
26.28,88.26,0.28,2022-06-25,HUMAITA,AM
